max_lin_0	max_ang_0	max_lin_1	max_ang_1	x0	y0	x1	y1	shot_0	shot_1	shot_2	shot_3	shot_4	shot_5
0.6	1	0.3	0.3	0	0	-1	-2	4.350000	4.950000	5.550000	6.150000	6.750000	7.350000
0.6	1	0.4	0.3	0	0	-1	-2	4.200000	4.800000	5.400000	6.000000	6.600000	7.200000
0.6	1	0.5	0.3	0	0	-1	-2	13.200000	13.800000	14.400000	15.000000	15.600000	16.200000
0.6	1	0.6	0.3	0	0	-1	-2	8.700000	19.500000	20.100000	20.850000	21.450000	22.050000
0.6	1	0.3	0.4	0	0	-1	-2	4.350000	4.950000	5.550000	6.150000	6.750000	7.350000
0.6	1	0.4	0.4	0	0	-1	-2	3.750000	4.350000	4.950000	5.550000	6.150000	6.750000
0.6	1	0.5	0.4	0	0	-1	-2	3.300000	3.900000	4.500000	5.100000	5.850000	6.450000
0.6	1	0.6	0.4	0	0	-1	-2	28.200000	28.800000	29.400000	30.000000	30.600000	31.200000
0.6	1	0.7	0.4	0	0	-1	-2	59.700000	60.300000	60.900000	61.500000	62.100000	62.700000
0.6	1	0.3	0.5	0	0	-1	-2	5.625000	6.225000	6.825000	7.425000	8.025000	8.625000
0.6	1	0.4	0.5	0	0	-1	-2	3.600000	4.200000	4.800000	5.400000	6.000000	6.600000
0.6	1	0.5	0.5	0	0	-1	-2	3.600000	4.200000	4.800000	5.400000	6.000000	6.600000
0.6	1	0.6	0.5	0	0	-1	-2	18.375000	18.975000	19.575000	20.175000	20.775000	21.375000
0.6	1	0.7	0.5	0	0	-1	-2	60.000000	60.525000	61.200000	61.800000	62.400000	63.000000
0.6	1	0.8	0.5	0	0	-1	-2	16.500000	17.100000	17.850000	18.450000	19.050000	19.650000
0.6	1	0.9	0.5	0	0	-1	-2	15.600000	16.200000	16.950000	18.600000	19.200000	19.800000
0.6	1	0.3	0.6	0	0	-1	-2	6.000000	6.600000	7.200000	8.550000	9.300000	9.900000
0.6	1	0.5	0.6	0	0	-1	-2	3.675000	4.275000	4.875000	5.475000	6.075000	6.675000
0.6	1	0.6	0.6	0	0	-1	-2	3.450000	4.050000	4.575000	5.250000	5.850000	6.450000
0.6	1	0.7	0.6	0	0	-1	-2	4.500000	5.025000	5.625000	6.225000	6.825000	7.425000
0.6	1	0.2	0.7	0	0	-1	-2	4.800000	5.400000	6.000000	6.600000	7.200000	7.800000
0.6	1	0.5	0.7	0	0	-1	-2	6.825000	8.100000	8.925000	9.525000	11.100000	11.625000
0.6	1	0.6	0.7	0	0	-1	-2	5.400000	6.000000	6.600000	7.200000	7.800000	8.400000
0.6	1	0.7	0.7	0	0	-1	-2	10.800000	11.325000	11.925000	24.225000	24.825000	25.725000
0.6	1	1	0.8	0	0	-1	-2	18.975000	19.575000	20.475000	29.250000	29.775000	30.375000
0.6	1	0.2	0.8	0	0	-1	-2	4.275000	4.875000	5.475000	6.075000	6.675000	7.275000
0.6	1	0.3	0.8	0	0	-1	-2	5.250000	5.850000	6.450000	7.050000	8.250000	9.000000
0.6	1	0.4	0.8	0	0	-1	-2	4.500000	5.700000	6.300000	6.900000	7.425000	9.300000
0.6	1	0.5	0.8	0	0	-1	-2	5.550000	6.675000	7.575000	10.050000	10.575000	11.250000
0.6	1	0.6	0.8	0	0	-1	-2	9.150000	9.675000	10.875000	11.475000	13.275000	13.875000
0.6	1	0.8	0.8	0	0	-1	-2	33.075000	33.675000	34.275000	34.875000	35.475000	36.075000
0.6	1	0.9	0.8	0	0	-1	-2	16.200000	16.800000	17.400000	18.000000	18.600000	19.200000
0.6	1	1	0.9	0	0	-1	-2	5.850000	7.050000	7.650000	8.850000	10.050000	10.650000
0.6	1	0.2	0.9	0	0	-1	-2	4.350000	4.950000	5.550000	6.150000	6.750000	7.350000
0.6	1	0.3	0.9	0	0	-1	-2	5.250000	6.150000	6.900000	7.500000	8.025000	8.550000
0.6	1	0.4	0.9	0	0	-1	-2	4.500000	5.100000	5.850000	6.450000	7.050000	8.250000
0.6	1	0.5	0.9	0	0	-1	-2	5.700000	6.300000	10.800000	11.400000	14.700000	15.525000
0.6	1	0.6	0.9	0	0	-1	-2	4.500000	5.100000	6.000000	6.600000	7.200000	7.950000
0.6	1	0.7	0.9	0	0	-1	-2	17.850000	18.450000	19.050000	19.650000	20.250000	20.850000
0.6	1	0.8	0.9	0	0	-1	-2	12.300000	12.900000	13.500000	14.100000	14.700000	15.300000
0.6	1	1	0.9	0	0	-1	-2	5.850000	7.050000	7.650000	8.850000	10.050000	10.650000
0.6	1	0.2	1	0	0	-1	-2	4.350000	4.950000	5.550000	6.150000	6.750000	7.350000
0.6	1	0.3	1	0	0	-1	-2	4.350000	6.375000	6.975000	7.575000	8.175000	9.750000
0.6	1	0.4	1	0	0	-1	-2	4.500000	5.100000	9.150000	11.850000	13.350000	14.700000
0.6	1	0.5	1	0	0	-1	-2	4.800000	7.500000	8.100000	8.850000	9.375000	9.900000
0.6	1	0.6	1	0	0	-1	-2	5.250000	5.775000	6.375000	6.975000	15.075000	15.675000
0.6	1	0.7	1	0	0	-1	-2	7.200000	7.800000	8.400000	9.000000	9.600000	10.200000
0.6	1	0.8	1	0	0	-1	-2	24.750000	25.350000	25.950000	26.550000	27.150000	27.750000
0.6	1	1	1	0	0	-1	-2	9.000000	9.525000	10.125000	10.725000	11.325000	12.300000
0.6	1	0.7	0.1	0	0	-3	-4	67.875000	68.475000	69.075000	69.675000	70.275000	70.875000
0.6	1	0.6	0.2	0	0	-3	-4	5.550000	6.075000	6.675000	7.275000	7.875000	8.475000
0.6	1	0.6	0.3	0	0	-3	-4	16.425000	17.025000	17.625000	18.225000	18.825000	19.425000
0.6	1	0.7	0.3	0	0	-3	-4	18.600000	19.200000	19.800000	20.400000	21.000000	21.600000
0.6	1	0.8	0.3	0	0	-3	-4	5.925000	6.525000	7.125000	7.725000	8.325000	9.300000
0.6	1	0.6	0.4	0	0	-3	-4	10.500000	11.100000	11.700000	12.450000	13.050000	13.650000
0.6	1	0.7	0.4	0	0	-3	-4	30.150000	30.750000	31.350000	31.950000	32.550000	33.150000
0.6	1	0.8	0.4	0	0	-3	-4	4.875000	8.250000	8.850000	9.450000	14.850000	15.450000
0.6	1	1	0.4	0	0	-3	-4	8.775000	9.375000	9.975000	10.575000	11.775000	12.375000
0.6	1	0.6	0.5	0	0	-3	-4	8.100000	8.700000	9.225000	10.500000	11.025000	11.700000
0.6	1	0.7	0.5	0	0	-3	-4	2.250000	2.775000	3.375000	3.975000	5.250000	8.250000
0.6	1	0.8	0.5	0	0	-3	-4	2.100000	3.150000	3.675000	4.500000	5.100000	5.700000
0.6	1	0.9	0.5	0	0	-3	-4	2.250000	3.150000	3.750000	4.350000	4.950000	5.550000
0.6	1	1	0.5	0	0	-3	-4	4.650000	5.250000	5.850000	7.500000	8.100000	8.700000
0.6	1	0.6	0.6	0	0	-3	-4	4.200000	4.800000	5.550000	6.750000	7.350000	7.950000
0.6	1	0.7	0.6	0	0	-3	-4	3.450000	3.975000	4.575000	5.475000	6.450000	7.275000
0.6	1	0.8	0.6	0	0	-3	-4	3.000000	3.525000	4.050000	5.100000	5.625000	6.900000
0.6	1	1	0.7	0	0	-3	-4	2.100000	2.925000	3.600000	4.125000	4.725000	5.325000
0.6	1	0.6	0.7	0	0	-3	-4	9.750000	10.275000	10.800000	11.400000	12.000000	12.600000
0.6	1	0.7	0.7	0	0	-3	-4	1.800000	2.325000	2.850000	3.450000	4.050000	6.750000
0.6	1	0.8	0.7	0	0	-3	-4	1.800000	2.325000	2.850000	4.200000	4.725000	5.250000
0.6	1	0.9	0.7	0	0	-3	-4	1.650000	2.175000	2.775000	3.375000	5.775000	6.375000
0.6	1	1	0.8	0	0	-3	-4	1.725000	2.325000	2.925000	3.825000	4.425000	5.025000
0.6	1	0.6	0.8	0	0	-3	-4	4.500000	6.825000	7.425000	8.325000	8.925000	9.600000
0.6	1	0.7	0.8	0	0	-3	-4	5.250000	5.850000	6.750000	7.350000	7.950000	10.350000
0.6	1	0.8	0.8	0	0	-3	-4	1.650000	2.250000	5.700000	6.225000	6.750000	8.400000
0.6	1	0.9	0.8	0	0	-3	-4	1.650000	2.250000	3.150000	6.600000	7.125000	7.650000
0.6	1	1	0.9	0	0	-3	-4	19.350000	19.875000	20.475000	21.075000	21.975000	22.575000
0.6	1	0.55	0.2	0	0	-3	-4	5.325000	5.925000	6.525000	7.125000	7.725000	8.325000
0.6	1	0.65	0.2	0	0	-3	-4	15.075000	15.675000	16.275000	16.875000	17.475000	18.075000
0.6	1	0.65	0.3	0	0	-3	-4	6.300000	6.900000	7.500000	8.100000	8.700000	9.300000
0.6	1	0.75	0.3	0	0	-3	-4	11.100000	11.700000	12.300000	12.900000	13.500000	14.100000
0.6	1	0.85	0.3	0	0	-3	-4	13.950000	14.550000	15.150000	15.750000	16.350000	16.950000
0.6	1	0.65	0.4	0	0	-3	-4	15.675000	16.275000	18.675000	19.275000	19.875000	20.475000
0.6	1	0.75	0.4	0	0	-3	-4	20.400000	21.000000	21.600000	22.200000	68.550000	69.150000
0.6	1	0.95	0.4	0	0	-3	-4	52.350000	52.875000	53.475000	54.075000	54.675000	55.575000
0.6	1	0.65	0.5	0	0	-3	-4	2.400000	3.150000	4.350000	4.950000	5.700000	7.950000
0.6	1	0.75	0.5	0	0	-3	-4	2.100000	2.625000	3.225000	3.825000	4.425000	5.025000
0.6	1	0.85	0.5	0	0	-3	-4	2.250000	2.775000	3.375000	3.975000	4.650000	5.250000
0.6	1	0.95	0.5	0	0	-3	-4	2.250000	2.775000	3.300000	3.900000	4.500000	5.100000
0.6	1	0.65	0.6	0	0	-3	-4	3.600000	4.125000	4.650000	5.250000	6.000000	6.600000
0.6	1	0.75	0.6	0	0	-3	-4	3.150000	3.750000	4.350000	4.950000	5.850000	6.450000
0.6	1	0.85	0.6	0	0	-3	-4	3.150000	3.750000	8.400000	9.000000	9.525000	10.050000
0.6	1	0.65	0.7	0	0	-3	-4	2.175000	2.700000	3.225000	4.950000	5.700000	6.300000
0.6	1	0.75	0.7	0	0	-3	-4	1.650000	2.250000	2.850000	3.450000	4.050000	4.650000
0.6	1	0.85	0.7	0	0	-3	-4	2.250000	2.850000	8.700000	9.225000	9.750000	10.350000
0.6	1	0.95	0.7	0	0	-3	-4	1.800000	2.400000	3.000000	3.600000	5.250000	5.775000
0.6	1	0.65	0.8	0	0	-3	-4	1.650000	2.175000	2.775000	3.675000	5.775000	6.375000
0.6	1	0.75	0.8	0	0	-3	-4	2.175000	2.700000	3.225000	5.100000	5.700000	6.225000
0.6	1	0.85	0.8	0	0	-3	-4	1.725000	2.325000	5.700000	6.525000	7.200000	7.725000
0.6	1	0.95	0.8	0	0	-3	-4	1.500000	2.025000	2.550000	3.150000	23.400000	23.925000
0.6	1	0.65	0.9	0	0	-3	-4	7.200000	7.800000	8.850000	9.375000	10.050000	10.650000
0.6	1	0.75	0.9	0	0	-3	-4	5.325000	5.925000	7.125000	8.400000	9.225000	9.825000
0.6	1	0.85	0.9	0	0	-3	-4	8.700000	9.300000	10.350000	11.100000	11.700000	12.300000
0.6	1	0.95	0.9	0	0	-3	-4	10.800000	11.400000	12.150000	12.750000	15.150000	15.750000
0.6	1	0.65	1	0	0	-3	-4	4.050000	5.700000	6.300000	6.900000	8.400000	9.000000
0.6	1	0.75	1	0	0	-3	-4	5.100000	5.700000	6.450000	7.050000	7.650000	8.175000
0.6	1	0.85	1	0	0	-3	-4	7.500000	8.100000	8.700000	9.300000	10.950000	11.550000
0.6	1	0.95	1	0	0	-3	-4	6.150000	6.750000	7.500000	8.100000	15.000000	15.600000
---------------------------------------------------------------------------------------------------------
0.6	1	0.6	0.2	0	0	-3	-4	5.550000	6.150000	6.750000	7.350000	7.950000	8.550000
0.6	1	0.6	0.25	0	0	-3	-4	6.000000	6.525000	7.125000	7.725000	8.325000	8.925000
0.6	1	0.6	0.3	0	0	-3	-4	16.350000	16.950000	17.550000	18.150000	18.750000	19.350000
0.6	1	0.6	0.35	0	0	-3	-4	10.275000	11.850000	12.450000	13.050000	13.650000	14.250000
0.6	1	0.6	0.4	0	0	-3	-4	10.350000	10.950000	11.550000	12.300000	12.900000	13.500000
0.6	1	0.6	0.45	0	0	-3	-4	19.200000	23.100000	23.850000	24.450000	28.050000	29.850000
0.6	1	0.6	0.5	0	0	-3	-4	7.950000	8.550000	10.350000	10.950000	11.550000	12.300000
0.6	1	0.6	0.55	0	0	-3	-4	5.175000	5.775000	6.375000	6.975000	7.575000	8.175000
0.6	1	0.6	0.6	0	0	-3	-4	3.750000	4.350000	5.550000	6.750000	7.350000	7.950000
0.6	1	0.6	0.65	0	0	-3	-4	9.525000	10.200000	10.800000	11.325000	12.525000	13.725000
0.6	1	0.6	0.7	0	0	-3	-4	9.900000	10.425000	11.025000	11.625000	12.225000	12.825000
0.6	1	0.6	0.75	0	0	-3	-4	7.800000	8.400000	9.000000	9.600000	10.200000	10.800000
0.6	1	0.6	0.8	0	0	-3	-4	4.500000	6.750000	7.350000	8.250000	8.850000	9.600000
0.6	1	0.6	0.85	0	0	-3	-4	5.025000	5.700000	6.300000	22.725000	23.325000	23.925000
0.6	1	0.6	0.9	0	0	-3	-4	5.250000	6.075000	6.675000	16.950000	18.750000	19.350000
0.6	1	0.6	0.95	0	0	-3	-4	5.850000	6.600000	7.200000	10.650000	11.250000	11.850000
0.6	1	0.6	1	0	0	-3	-4	6.300000	7.050000	7.650000	10.350000	12.450000	13.200000
0.6	1	0.7	0.1	0	0	-3	-4	67.650000	68.250000	68.850000	69.450000	70.050000	70.650000
0.6	1	0.7	0.25	0	0	-3	-4	6.000000	6.600000	7.125000	7.725000	8.325000	8.925000
0.6	1	0.7	0.3	0	0	-3	-4	18.450000	19.050000	19.650000	20.250000	20.850000	21.450000
0.6	1	0.7	0.35	0	0	-3	-4	26.175000	26.775000	27.375000	27.975000	28.575000	29.175000
0.6	1	0.7	0.4	0	0	-3	-4	30.150000	30.750000	31.350000	31.950000	32.550000	33.150000
0.6	1	0.7	0.45	0	0	-3	-4	2.250000	3.150000	3.750000	4.350000	31.650000	32.250000
0.6	1	0.7	0.5	0	0	-3	-4	2.100000	2.625000	3.150000	3.750000	5.100000	8.100000
0.6	1	0.7	0.55	0	0	-3	-4	3.150000	3.750000	4.350000	4.950000	5.850000	6.600000
0.6	1	0.7	0.6	0	0	-3	-4	3.600000	4.125000	4.650000	5.550000	6.600000	7.350000
0.6	1	0.7	0.65	0	0	-3	-4	2.250000	2.850000	3.450000	4.200000	4.950000	5.550000
0.6	1	0.7	0.7	0	0	-3	-4	1.800000	2.325000	2.850000	3.450000	4.050000	6.750000
0.6	1	0.7	0.75	0	0	-3	-4	1.725000	2.250000	2.850000	3.375000	3.975000	4.650000
0.6	1	0.7	0.8	0	0	-3	-4	1.575000	2.175000	2.775000	3.375000	5.175000	5.775000
0.6	1	0.7	0.9	0	0	-3	-4	6.150000	8.700000	9.300000	10.350000	10.950000	11.550000
0.6	1	0.7	0.95	0	0	-3	-4	17.400000	18.000000	18.600000	20.100000	23.400000	30.600000
0.6	1	0.8	1	0	0	-3	-4	6.300000	7.350000	7.950000	10.200000	10.800000	11.400000
0.6	1	0.8	0.3	0	0	-3	-4	5.850000	6.450000	7.050000	7.650000	8.250000	9.300000
0.6	1	0.8	0.35	0	0	-3	-4	5.175000	5.775000	6.375000	6.975000	7.575000	8.175000
0.6	1	0.8	0.4	0	0	-3	-4	4.725000	8.100000	8.700000	9.300000	14.700000	15.300000
0.6	1	0.8	0.45	0	0	-3	-4	2.400000	3.300000	3.900000	4.650000	5.250000	5.850000
0.6	1	0.8	0.5	0	0	-3	-4	2.100000	3.150000	3.675000	4.500000	5.100000	5.700000
0.6	1	0.8	0.55	0	0	-3	-4	3.300000	3.825000	4.500000	5.025000	5.700000	6.225000
0.6	1	0.8	0.6	0	0	-3	-4	3.000000	3.750000	4.500000	5.100000	5.700000	6.900000
0.6	1	0.8	0.65	0	0	-3	-4	2.325000	2.925000	3.525000	4.500000	5.325000	6.525000
0.6	1	0.8	0.7	0	0	-3	-4	1.650000	2.175000	2.775000	4.050000	4.575000	5.175000
0.6	1	0.8	0.75	0	0	-3	-4	1.650000	2.250000	2.850000	3.600000	4.200000	4.800000
0.6	1	0.8	0.8	0	0	-3	-4	1.575000	2.175000	5.550000	6.075000	6.675000	8.250000
0.6	1	0.8	0.9	0	0	-3	-4	9.300000	10.425000	37.500000	38.025000	38.625000	39.225000
0.6	1	0.8	0.95	0	0	-3	-4	6.900000	7.650000	8.250000	8.850000	9.450000	11.400000
0.6	1	0.9	1	0	0	-3	-4	9.900000	10.500000	11.400000	12.000000	13.200000	13.725000
0.6	1	0.9	0.45	0	0	-3	-4	3.300000	3.900000	5.100000	5.700000	6.300000	6.900000
0.6	1	0.9	0.5	0	0	-3	-4	2.250000	2.775000	3.300000	3.900000	4.500000	5.100000
0.6	1	0.9	0.55	0	0	-3	-4	2.400000	3.150000	3.750000	4.500000	5.100000	5.700000
0.6	1	0.9	0.65	0	0	-3	-4	2.100000	2.700000	3.300000	3.900000	4.425000	4.950000
0.6	1	0.9	0.7	0	0	-3	-4	1.650000	2.175000	2.700000	3.300000	5.700000	6.300000
0.6	1	0.9	0.75	0	0	-3	-4	1.875000	2.475000	3.075000	3.675000	4.275000	4.875000
0.6	1	0.9	0.8	0	0	-3	-4	1.500000	2.100000	3.000000	6.450000	6.975000	7.500000
0.6	1	0.9	0.85	0	0	-3	-4	8.025000	8.625000	9.225000	9.825000	10.425000	11.025000
0.6	1	0.9	0.9	0	0	-3	-4	6.300000	6.900000	9.900000	10.500000	11.100000	11.700000
